Fidelity,Phi,Susceptibility
0.48327759197324416,0.01598351927161591,0.07991969150622805
0.48578595317725753,0.01618524382070705,0.08092834069409648
0.4882943143812709,0.016389514291820406,0.08194971982579999
0.4908026755852843,0.016596362816488654,0.08298398956321328
0.49331103678929766,0.016805821931769636,0.08403131259589237
0.49581939799331104,0.01701792458536437,0.08509185366665949
0.4983277591973244,0.0172327041407997,0.08616577959752335
0.5008361204013378,0.017450194382676358,0.0872532593159141
0.5033444816053512,0.017670429521983215,0.0883544638812599
0.5058528428093645,0.017893444201478665,0.08946956651189969
0.5083612040133779,0.018119273501139902,0.09059874261231529
0.5108695652173914,0.018347952943680915,0.09174216980072537
0.5133779264214047,0.018579518500140196,0.09290002793704587
0.515886287625418,0.018814006595539005,0.09407249915115955
0.5183946488294314,0.019051454114610896,0.09525976787156248
0.5209030100334449,0.0192918984076037,0.09646202085439091
0.5234113712374582,0.019535377296154663,0.09767944721278975
0.5259197324414715,0.019781929079239768,0.09891223844666411
0.5284280936454849,0.020031592539198128,0.10016058847278995
0.5309364548494984,0.02028440694783236,0.10142469365531949
0.5334448160535117,0.020540412072586018,0.10270475283669461
0.5359531772575251,0.020799648182799054,0.10400096736889444
0.5384615384615385,0.02106215605604201,0.10531354114510467
0.5409698996655519,0.021327976984530348,0.10664268063182536
0.5434782608695652,0.02159715278161973,0.10798859490131765
0.5459866220735786,0.021869725788383112,0.10935149566448961
0.548494983277592,0.022145738880271014,0.11073159730421567
0.5510033444816054,0.022425235473855765,0.11212911690904757
0.5535117056856187,0.022708259533660884,0.11354427430737263
0.5560200668896321,0.022994855579076698,0.11497729210197462
0.5585284280936456,0.023285068691363098,0.11642839570505385
0.5610367892976589,0.023578944520740847,0.11789781337370776
0.5635451505016722,0.023876529293572334,0.11938577624580919
0.5660535117056856,0.024177869819632866,0.12089251837636607
0.5685618729096991,0.024483013499473835,0.12241827677434645
0.5710702341137124,0.02479200833187875,0.12396329143995932
0.5735785953177257,0.02510490292141343,0.12552780540241537
0.5760869565217391,0.02542174648607147,0.12711206475812759
0.5785953177257526,0.025742588865016076,0.12871631870943542
0.5811036789297659,0.026067480526419808,0.13034081960383093
0.5836120401337792,0.026396472575403188,0.13198582297361383
0.5861204013377926,0.026729616762073388,0.1336515875760977
